LogNum,host,status,logTime,CCN_STATUS,VerifyValue,Name
   18,borges controller,INFO    ,0.0157928466797,INTEREST_EXPRESSED, , /ndn/ucla.edu/apps/lighting/TV1/living-room-left/setRGB/1b0000/%01%E2%01%DA%0A%950%81%9F0%0D%06%09%2A%86H%86%F7%0D%01%01%01%05%00%03%81%8D%000%81%89%02%81%81%00%D8%8E%5E%9F%27b%DF4%FC%A9M%F0%D3c%97%F9%20%D8%D7%8E%C2%CC%F2yp%A5%5B%FF%F8X_%212yiu%8E%B91%0C%F9W%D3S%9C%9E%0A%C6%7C%7D%E2O%AE%F32%15E%BCc%E1%B3%C3x%85%DD%8E%0B7%AB%D6%DC%0D%AD5%7F%28v%5CE%81%98%BC%ED%3CSm%FD%F7%5B_%0B%B3%0Dac%DC%B2%AA%E4%3F%D3%09%ACt%ABp%9Cg9%83Q%40sv%C2%AC%3A%88%9Fs0%FD%E2z%24%18%3F%2B%02%03%01%00%01%00%00/%40%96%1CQ%00%11borges%20controller%10%E85O%17%A9%0A%00%0A%00%00%00%00%00%00%00%82%E4%C4%FBW%87%83%D6%12%8F%9E%83%B7%60%40a%8E%86X%95%B3%1B%ABX%92%8B%F9%84%E5%3C%BBB
   19,borges controller,INFO    ,0.0169689655304,INTEREST_EXPRESSED, , /ndn/ucla.edu/apps/lighting/TV1/living-room-left/setRGB/1e0000/%01%E2%01%DA%0A%950%81%9F0%0D%06%09%2A%86H%86%F7%0D%01%01%01%05%00%03%81%8D%000%81%89%02%81%81%00%D8%8E%5E%9F%27b%DF4%FC%A9M%F0%D3c%97%F9%20%D8%D7%8E%C2%CC%F2yp%A5%5B%FF%F8X_%212yiu%8E%B91%0C%F9W%D3S%9C%9E%0A%C6%7C%7D%E2O%AE%F32%15E%BCc%E1%B3%C3x%85%DD%8E%0B7%AB%D6%DC%0D%AD5%7F%28v%5CE%81%98%BC%ED%3CSm%FD%F7%5B_%0B%B3%0Dac%DC%B2%AA%E4%3F%D3%09%ACt%ABp%9Cg9%83Q%40sv%C2%AC%3A%88%9Fs0%FD%E2z%24%18%3F%2B%02%03%01%00%01%00%00/%40%96%1CQ%00%11borges%20controller%10%E85O%B5%AD%0A%00%0B%00%00%00%00%00%00%00%E7%83%FF%91%CCHZ%B3%06%CFz%A0%9A2%20Pg%99%FA%BCG%CE%CF%AB%B8%06sjp%AB%E3%9F
   20,borges controller,INFO    ,0.0182559490204,INTEREST_EXPRESSED, , /ndn/ucla.edu/apps/lighting/TV1/living-room-left/setRGB/210000/%01%E2%01%DA%0A%950%81%9F0%0D%06%09%2A%86H%86%F7%0D%01%01%01%05%00%03%81%8D%000%81%89%02%81%81%00%D8%8E%5E%9F%27b%DF4%FC%A9M%F0%D3c%97%F9%20%D8%D7%8E%C2%CC%F2yp%A5%5B%FF%F8X_%212yiu%8E%B91%0C%F9W%D3S%9C%9E%0A%C6%7C%7D%E2O%AE%F32%15E%BCc%E1%B3%C3x%85%DD%8E%0B7%AB%D6%DC%0D%AD5%7F%28v%5CE%81%98%BC%ED%3CSm%FD%F7%5B_%0B%B3%0Dac%DC%B2%AA%E4%3F%D3%09%ACt%ABp%9Cg9%83Q%40sv%C2%AC%3A%88%9Fs0%FD%E2z%24%18%3F%2B%02%03%01%00%01%00%00/%40%96%1CQ%00%11borges%20controller%10%E85O%BD%B2%0A%00%0C%00%00%00%00%00%00%00%DF1%5E%C2%AAO%C6%2B%60%3A%06%BCQi%D5%8A~%B7%0C%0B%F3%22%5BV%ED%11%80%95d%CD%03%E1
   21,borges controller,INFO    ,0.0194799900055,INTEREST_EXPRESSED, , /ndn/ucla.edu/apps/lighting/TV1/living-room-left/setRGB/240000/%01%E2%01%DA%0A%950%81%9F0%0D%06%09%2A%86H%86%F7%0D%01%01%01%05%00%03%81%8D%000%81%89%02%81%81%00%D8%8E%5E%9F%27b%DF4%FC%A9M%F0%D3c%97%F9%20%D8%D7%8E%C2%CC%F2yp%A5%5B%FF%F8X_%212yiu%8E%B91%0C%F9W%D3S%9C%9E%0A%C6%7C%7D%E2O%AE%F32%15E%BCc%E1%B3%C3x%85%DD%8E%0B7%AB%D6%DC%0D%AD5%7F%28v%5CE%81%98%BC%ED%3CSm%FD%F7%5B_%0B%B3%0Dac%DC%B2%AA%E4%3F%D3%09%ACt%ABp%9Cg9%83Q%40sv%C2%AC%3A%88%9Fs0%FD%E2z%24%18%3F%2B%02%03%01%00%01%00%00/%40%96%1CQ%00%11borges%20controller%10%E85O~%B7%0A%00%0D%00%00%00%00%00%00%00%BB%D7E%F7%93%BD%B1SV%AE%5C%FF%C5%24%09%AEA%60L%D2%CE~Hh%8A%81i%F3%AEd%99H
   23,borges controller,INFO    ,0.0207240581512,INTEREST_EXPRESSED, , /ndn/ucla.edu/apps/lighting/TV1/living-room-left/setRGB/270000/%01%E2%01%DA%0A%950%81%9F0%0D%06%09%2A%86H%86%F7%0D%01%01%01%05%00%03%81%8D%000%81%89%02%81%81%00%D8%8E%5E%9F%27b%DF4%FC%A9M%F0%D3c%97%F9%20%D8%D7%8E%C2%CC%F2yp%A5%5B%FF%F8X_%212yiu%8E%B91%0C%F9W%D3S%9C%9E%0A%C6%7C%7D%E2O%AE%F32%15E%BCc%E1%B3%C3x%85%DD%8E%0B7%AB%D6%DC%0D%AD5%7F%28v%5CE%81%98%BC%ED%3CSm%FD%F7%5B_%0B%B3%0Dac%DC%B2%AA%E4%3F%D3%09%ACt%ABp%9Cg9%83Q%40sv%C2%AC%3A%88%9Fs0%FD%E2z%24%18%3F%2B%02%03%01%00%01%00%00/%40%96%1CQ%00%11borges%20controller%10%E85OP%BC%0A%00%0E%00%00%00%00%00%00%00B%96_%C40%8Bj%D7%C3%1Bx%E5%E2%81%8C%11m%5E%8C%F4R%F6E%857%FA%3A%C9%F6%AE4%8F
   24,borges controller,INFO    ,0.0220010280609,INTEREST_EXPRESSED, , /ndn/ucla.edu/apps/lighting/TV1/living-room-left/setRGB/2a0000/%01%E2%01%DA%0A%950%81%9F0%0D%06%09%2A%86H%86%F7%0D%01%01%01%05%00%03%81%8D%000%81%89%02%81%81%00%D8%8E%5E%9F%27b%DF4%FC%A9M%F0%D3c%97%F9%20%D8%D7%8E%C2%CC%F2yp%A5%5B%FF%F8X_%212yiu%8E%B91%0C%F9W%D3S%9C%9E%0A%C6%7C%7D%E2O%AE%F32%15E%BCc%E1%B3%C3x%85%DD%8E%0B7%AB%D6%DC%0D%AD5%7F%28v%5CE%81%98%BC%ED%3CSm%FD%F7%5B_%0B%B3%0Dac%DC%B2%AA%E4%3F%D3%09%ACt%ABp%9Cg9%83Q%40sv%C2%AC%3A%88%9Fs0%FD%E2z%24%18%3F%2B%02%03%01%00%01%00%00/%40%96%1CQ%00%11borges%20controller%10%E85ON%C1%0A%00%0F%00%00%00%00%00%00%00YV%82%F8%05%06%60%1C%C6%03%D8z%EA3%87%EESfW%EA%8F%B1%AD%C2%87%EBt%7C%80%D4%CFP
   25,borges controller,INFO    ,0.0232980251312,INTEREST_EXPRESSED, , /ndn/ucla.edu/apps/lighting/TV1/living-room-left/setRGB/2d0000/%01%E2%01%DA%0A%950%81%9F0%0D%06%09%2A%86H%86%F7%0D%01%01%01%05%00%03%81%8D%000%81%89%02%81%81%00%D8%8E%5E%9F%27b%DF4%FC%A9M%F0%D3c%97%F9%20%D8%D7%8E%C2%CC%F2yp%A5%5B%FF%F8X_%212yiu%8E%B91%0C%F9W%D3S%9C%9E%0A%C6%7C%7D%E2O%AE%F32%15E%BCc%E1%B3%C3x%85%DD%8E%0B7%AB%D6%DC%0D%AD5%7F%28v%5CE%81%98%BC%ED%3CSm%FD%F7%5B_%0B%B3%0Dac%DC%B2%AA%E4%3F%D3%09%ACt%ABp%9Cg9%83Q%40sv%C2%AC%3A%88%9Fs0%FD%E2z%24%18%3F%2B%02%03%01%00%01%00%00/%40%96%1CQ%00%11borges%20controller%10%E85Oo%C6%0A%00%10%00%00%00%00%00%00%00%9D%C9%23L%AF%C8%F3%BD%5C%F0%817x%96%E3%F0%F6%CB%A7%91.6%C7%E3%83%82P%A8dU%E4%5C
   26,borges controller,INFO    ,0.0244569778442,INTEREST_EXPRESSED, , /ndn/ucla.edu/apps/lighting/TV1/living-room-left/setRGB/300000/%01%E2%01%DA%0A%950%81%9F0%0D%06%09%2A%86H%86%F7%0D%01%01%01%05%00%03%81%8D%000%81%89%02%81%81%00%D8%8E%5E%9F%27b%DF4%FC%A9M%F0%D3c%97%F9%20%D8%D7%8E%C2%CC%F2yp%A5%5B%FF%F8X_%212yiu%8E%B91%0C%F9W%D3S%9C%9E%0A%C6%7C%7D%E2O%AE%F32%15E%BCc%E1%B3%C3x%85%DD%8E%0B7%AB%D6%DC%0D%AD5%7F%28v%5CE%81%98%BC%ED%3CSm%FD%F7%5B_%0B%B3%0Dac%DC%B2%AA%E4%3F%D3%09%ACt%ABp%9Cg9%83Q%40sv%C2%AC%3A%88%9Fs0%FD%E2z%24%18%3F%2B%02%03%01%00%01%00%00/%40%96%1CQ%00%11borges%20controller%10%E85O%F2%CA%0A%00%11%00%00%00%00%00%00%00%12%E5%FD%DC%8D%A3%7B%D5%E0%AC%2F%12%AAR%AD%93eQ%1E%B1%CD1%D1%8A%CF%26.%AD%BA%16%90%5E
   28,borges controller,INFO    ,0.0256948471069,INTEREST_EXPRESSED, , /ndn/ucla.edu/apps/lighting/TV1/living-room-left/setRGB/330000/%01%E2%01%DA%0A%950%81%9F0%0D%06%09%2A%86H%86%F7%0D%01%01%01%05%00%03%81%8D%000%81%89%02%81%81%00%D8%8E%5E%9F%27b%DF4%FC%A9M%F0%D3c%97%F9%20%D8%D7%8E%C2%CC%F2yp%A5%5B%FF%F8X_%212yiu%8E%B91%0C%F9W%D3S%9C%9E%0A%C6%7C%7D%E2O%AE%F32%15E%BCc%E1%B3%C3x%85%DD%8E%0B7%AB%D6%DC%0D%AD5%7F%28v%5CE%81%98%BC%ED%3CSm%FD%F7%5B_%0B%B3%0Dac%DC%B2%AA%E4%3F%D3%09%ACt%ABp%9Cg9%83Q%40sv%C2%AC%3A%88%9Fs0%FD%E2z%24%18%3F%2B%02%03%01%00%01%00%00/%40%96%1CQ%00%11borges%20controller%10%E85O%C4%CF%0A%00%12%00%00%00%00%00%00%00%EB%97%2C%5E%9D%F7%F8%13%F5%89e%91%1AO%8B%7F%5C%06%F5%AF%AB~%C8K%D3%2B%C1%E6%5E%161p
   29,borges controller,INFO    ,0.0269439220428,INTEREST_EXPRESSED, , /ndn/ucla.edu/apps/lighting/TV1/living-room-left/setRGB/360000/%01%E2%01%DA%0A%950%81%9F0%0D%06%09%2A%86H%86%F7%0D%01%01%01%05%00%03%81%8D%000%81%89%02%81%81%00%D8%8E%5E%9F%27b%DF4%FC%A9M%F0%D3c%97%F9%20%D8%D7%8E%C2%CC%F2yp%A5%5B%FF%F8X_%212yiu%8E%B91%0C%F9W%D3S%9C%9E%0A%C6%7C%7D%E2O%AE%F32%15E%BCc%E1%B3%C3x%85%DD%8E%0B7%AB%D6%DC%0D%AD5%7F%28v%5CE%81%98%BC%ED%3CSm%FD%F7%5B_%0B%B3%0Dac%DC%B2%AA%E4%3F%D3%09%ACt%ABp%9Cg9%83Q%40sv%C2%AC%3A%88%9Fs0%FD%E2z%24%18%3F%2B%02%03%01%00%01%00%00/%40%96%1CQ%00%11borges%20controller%10%E85O%AC%D4%0A%00%13%00%00%00%00%00%00%00Y%29%C31%E8n%A4%98I%E2%F3%5E%E4F7j%17%86%F0%29%11%90%C2%94A%D0%0B%AB%25%28V%29
