0.133492063	164.502	0.267029478	0.787402
1.404784580	62.0417	0.301859410	0.787402
2.072358276	66.4268	0.069659863	0.787402
2.321995464	64.359	0.145124716	0.787402
2.629659863	87.0436	0.098684807	0.787402
2.734149659	87.1161	0.249614512	0.787402
3.076643990	346.711	0.162539682	0.787402
3.337868480	349.475	0.203174603	0.787402
3.651315192	517.86	0.208979591	0.787402
3.935782312	463.601	0.087074829	0.787402
4.028639455	465.989	0.464399092	0.787402
4.539501133	469.542	0.255419501	0.787402
5.241904761	435.635	0.499229024	0.787402
5.839795918	437.846	0.214784580	0.787402
6.153287981	460.379	0.203174603	0.787402
6.420294784	788.476	0.197369614	0.787402
6.658299319	389.497	0.330884353	0.787402
7.047256235	391.751	0.249614512	0.787402
7.372335600	152.641	0.150929705	0.787402
7.685804988	62.8994	0.220589569	0.787402
7.958639455	63.4907	0.087074829	0.787402
8.277891156	62.0556	0.029024943	0.787402
8.573968253	63.2788	0.267029478	0.787402
8.899024943	64.1898	0.296054421	0.787402
9.200884353	77.9506	0.081269841	0.787402
9.572426303	66.6159	0.040634920	0.787402
9.816235827	65.4244	0.296054421	0.787402
10.152902494	87.216	0.563083900	0.787402
10.791473922	87.4537	0.551473922	0.787402
11.470634920	463.693	0.493424036	0.787402
12.974149659	347.382	0.267029478	0.787402
13.310816326	347.967	0.220589569	0.787402
13.984195011	463.98	0.510839002	0.787402
14.541473922	462.705	0.255419501	0.787402
15.261315192	434.833	0.481814058	0.787402
15.841814058	436.916	0.208979591	0.787402
16.143650793	459.974	0.214784580	0.787402
16.584852607	388.961	0.406349206	0.787402
17.049251700	390.936	0.203174603	0.787402
17.681995464	62.6023	0.226394557	0.787402
17.978027210	63.6904	0.063854875	0.787402
18.285714285	62.7785	0.092879818	0.787402
18.570136054	62.9593	0.284444444	0.787402
18.889410430	64.5412	0.249614512	0.787402
19.249319727	349.952	0.116099773	0.787402
19.371224489	452.134	0.116099773	0.787402
19.557006802	460.81	0.238004535	0.787402
19.870453514	173.929	0.238004535	0.787402
20.178117913	87.1997	0.539863945	0.787402
20.758639455	87.3126	0.493424036	0.787402
