0.052244897	123.698	0.133514739	0.787402
0.197346938	139.368	1.410612244	0.787402
1.648594104	299.143	0.400544217	0.787402
2.054943310	312.001	0.801088435	0.787402
2.879251700	209.573	1.555736961	0.787402
4.475623582	279.181	0.406349206	0.787402
4.922607709	138.988	0.922993197	0.787402
5.868820861	223.13	0.319274376	0.787402
6.246145124	552.483	1.410612244	0.787402
7.732244897	186.047	0.400544217	0.787402
8.173401360	92.822	1.921451247	0.787402
10.135487528	191.033	0.098684807	0.787402
10.315442176	208.771	0.632743764	0.787402
10.994625850	105.988	0.232199546	0.787402
11.290702947	106.135	0.336689342	0.787402
11.656394557	103.94	0.290249433	0.787402
11.975691609	104.738	0.313469387	0.787402
12.329773242	138.921	0.667573696	0.787402
13.037981859	69.4917	1.091337868	0.787402
