0.272811791	117.078	1.294512471	0.787402
1.573129251	124.999	0.388934240	0.787402
1.967868480	116.859	0.783673469	0.787402
2.763151927	117	1.207437641	0.787402
3.976394557	125.04	0.522448979	0.787402
4.504671201	117.39	0.922993197	0.787402
5.450884353	174.717	1.050702947	0.787402
6.524784580	117.345	0.412154195	0.787402
6.942766439	103.942	0.725623582	0.787402
7.680000000	88.5328	1.131972789	0.787402
8.939682539	593.157	0.371519274	0.787402
9.317006802	522.276	0.876553287	0.787402
10.199342403	467.845	1.108752834	0.787402
11.313900226	441.741	0.348299319	0.787402
11.668027210	406.733	0.348299319	0.787402
12.022108843	388.564	0.673378684	0.787402
12.701315192	350.387	0.429569160	0.787402
13.136666666	311.095	0.383129251	0.787402
13.525623582	293.722	0.348299319	0.787402
13.897120181	207.448	0.377324263	0.787402
14.286054421	155.521	0.470204081	0.787402
14.779501133	104.712	0.644353741	0.787402
15.429659863	88.3998	0.708208616	0.787402
16.143650793	77.6295	0.696598639	0.787402
16.875102040	117.187	0.864943310	0.787402
17.751655328	117.613	0.046439909	0.787402
17.821315192	83.6037	0.714013605	0.787402
18.541133786	87.3218	0.789478458	0.787402
19.336394557	77.6945	0.812698412	0.787402
20.160702947	93.382	0.737233560	0.787402
20.921156462	65.5592	0.801088435	0.787402
21.733854875	77.7662	0.922993197	0.787402
22.662675736	87.8834	0.777868480	0.787402
23.486984126	146.924	1.160997732	0.787402
24.688594104	261.773	0.470204081	0.787402
25.234263038	87.6309	1.190022675	0.787402
26.464943310	117.395	1.033287981	0.787402
27.509841269	104.179	0.383129251	0.787402
27.904580498	116.857	0.632743764	0.787402
28.548911564	116.938	1.044897959	0.787402
29.599614512	125.675	0.325079365	0.787402
29.930521541	117.521	0.760453514	0.787402
30.725804988	174.75	0.934603174	0.787402
31.735873015	584.826	0.754648526	0.787402
32.496303854	530.712	0.208979591	0.787402
32.711088435	600.483	0.458594104	0.787402
33.175487528	549.208	0.296054421	0.787402
33.494761904	341.945	0.249614512	0.787402
33.779229024	578.609	0.412154195	0.787402
34.197165532	523.308	0.888163265	0.787402
35.091133786	467.92	0.969433106	0.787402
36.101224489	884.806	0.301859410	0.787402
36.408888888	806.296	0.313469387	0.787402
36.728140589	761.7	0.655963718	0.787402
37.389931972	703.924	0.481814058	0.787402
37.877528344	622.722	0.342494331	0.787402
38.225827664	595.592	0.313469387	0.787402
38.597346938	207.485	0.313469387	0.787402
38.922426303	155.509	0.307664399	0.787402
39.253310657	104.764	0.505034013	0.787402
39.764149659	103.569	0.145124716	0.787402
39.915102040	88.718	0.534058956	0.787402
40.454943310	77.6266	0.632743764	0.787402
41.128321995	117.352	0.644353741	0.787402
41.801700680	150.19	0.684988662	0.787402
42.515714285	87.3909	0.696598639	0.787402
43.218117913	77.9013	1.399002267	0.787402
44.622947845	65.5039	0.928798185	0.787402
45.557528344	77.8548	0.557278911	0.787402
46.120612244	87.6282	0.603718820	0.787402
46.730136054	73.1582	0.766258503	0.787402
47.502199546	87.4203	1.010068027	0.787402
48.552902494	174.818	0.795283446	0.787402
49.353990929	196.37	0.661768707	0.787402
50.073809523	463.898	0.632743764	0.787402
50.712358276	523.099	0.586303854	0.787402
51.374149659	174.884	2.072380952	0.787402
53.481337868	104.85	1.282902494	0.787402
54.799070294	147.876	0.754648526	0.787402
55.559523809	174.56	0.087074829	0.787402
55.652426303	193.407	0.592108843	0.787402
56.250317460	175.272	1.404807256	0.787402
57.672539682	142.827	0.615328798	0.787402
58.293673469	147.715	0.760453514	0.787402
59.112176870	103.96	0.592108843	0.787402
59.710113378	87.7503	1.410612244	0.787402
61.167165532	189.407	0.684988662	0.787402
61.857959183	175.504	0.644353741	0.787402
62.513900226	232.63	1.491882086	0.787402
64.017414965	174.843	2.374240362	0.787402
66.438072562	117.414	0.632743764	0.787402
67.082426303	93.1767	0.679183673	0.787402
67.773219954	75.2593	0.650158730	0.787402
68.429183673	65.4983	1.277097505	0.787402
69.712086167	73.513	0.725623582	0.787402
70.466734693	88.4574	0.615328798	0.787402
71.093673469	105.292	0.650158730	0.787402
71.755442176	94.423	0.760453514	0.787402
72.544943310	146.803	0.684988662	0.787402
73.253129251	233.5	0.806893424	0.787402
74.083242630	155.956	0.655963718	0.787402
74.762426303	232.943	0.621133786	0.787402
75.406780045	313.921	0.505034013	0.787402
75.917619047	344.906	0.104489795	0.787402
76.027936507	298.348	0.748843537	0.787402
76.788390022	233.074	0.261224489	0.787402
77.055396825	262.888	0.435374149	0.787402
77.496575963	237.573	0.743038548	0.787402
